experiment_id,customer_id,campaign_type,experiment_date,eligible,treatment_group,campaign_exposed,baseline_30d_purchase_probability,synthetic_incremental_lift_assumption,purchase_7d,revenue_7d,purchase_14d,revenue_14d,purchase_30d,revenue_30d,synthetic_campaign_cost
EXP_LOYALTY,C0559,Loyalty,2026-08-01,1,treatment,1,0.4235,0.047,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0559,New Product,2026-08-01,1,control,0,0.4235,0.0556,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0559,Win-back,2026-08-01,1,control,0,0.4235,0.0641,0,0.0,0,0.0,1,2908.24,0.0
EXP_BIRTHDAY,C0560,Birthday,2026-08-01,1,treatment,1,0.471,0.0218,1,204.97,1,338.54,1,537.67,20.25
EXP_DISCOUNT,C0560,Discount,2026-08-01,1,treatment,1,0.471,0.0306,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0560,Festival,2026-08-01,1,treatment,1,0.471,0.0393,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0560,Loyalty,2026-08-01,1,treatment,1,0.471,0.048,1,142.13,1,259.44,1,405.91,16.0
EXP_NEW_PRODUCT,C0560,New Product,2026-08-01,1,treatment,1,0.471,0.0568,1,516.22,1,1142.57,1,2278.97,23.0
EXP_WIN-BACK,C0560,Win-back,2026-08-01,1,control,0,0.471,0.0655,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0561,Birthday,2026-08-01,1,control,0,0.6262,0.0233,0,0.0,0,0.0,1,621.9,0.0
EXP_DISCOUNT,C0561,Discount,2026-08-01,1,treatment,1,0.6262,0.0326,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0561,Festival,2026-08-01,1,control,0,0.6262,0.0419,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0561,Loyalty,2026-08-01,1,control,0,0.6262,0.0512,0,0.0,1,846.14,1,1081.57,0.0
EXP_NEW_PRODUCT,C0561,New Product,2026-08-01,1,treatment,1,0.6262,0.0605,1,172.47,1,254.94,1,553.86,23.0
EXP_WIN-BACK,C0561,Win-back,2026-08-01,1,treatment,1,0.6262,0.0698,1,546.68,1,655.11,1,954.22,31.0
EXP_BIRTHDAY,C0562,Birthday,2026-08-01,1,treatment,1,0.4022,0.0212,0,0.0,0,0.0,1,667.0,20.25
EXP_DISCOUNT,C0562,Discount,2026-08-01,1,control,0,0.4022,0.0296,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0562,Festival,2026-08-01,1,treatment,1,0.4022,0.0381,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0562,Loyalty,2026-08-01,1,treatment,1,0.4022,0.0466,0,0.0,0,0.0,1,712.9,16.0
EXP_NEW_PRODUCT,C0562,New Product,2026-08-01,1,control,0,0.4022,0.0551,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0562,Win-back,2026-08-01,1,treatment,1,0.4022,0.0635,1,373.85,1,504.18,1,782.35,31.0
EXP_BIRTHDAY,C0563,Birthday,2026-08-01,1,treatment,1,0.4648,0.0218,0,0.0,0,0.0,1,1238.81,20.25
EXP_DISCOUNT,C0563,Discount,2026-08-01,1,control,0,0.4648,0.0305,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0563,Festival,2026-08-01,1,control,0,0.4648,0.0392,0,0.0,1,1366.59,1,1791.76,0.0
EXP_LOYALTY,C0563,Loyalty,2026-08-01,1,treatment,1,0.4648,0.0479,1,925.22,1,1553.96,1,2108.02,16.0
EXP_NEW_PRODUCT,C0563,New Product,2026-08-01,1,control,0,0.4648,0.0566,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0563,Win-back,2026-08-01,1,treatment,1,0.4648,0.0653,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0564,Birthday,2026-08-01,1,treatment,1,0.4743,0.0219,1,143.34,1,291.41,1,612.44,20.25
EXP_DISCOUNT,C0564,Discount,2026-08-01,1,control,0,0.4743,0.0306,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0564,Festival,2026-08-01,1,control,0,0.4743,0.0394,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0564,Loyalty,2026-08-01,1,control,0,0.4743,0.0481,0,0.0,1,489.87,1,594.81,0.0
EXP_NEW_PRODUCT,C0564,New Product,2026-08-01,1,treatment,1,0.4743,0.0569,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0564,Win-back,2026-08-01,1,control,0,0.4743,0.0656,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0565,Birthday,2026-08-01,1,treatment,1,0.4147,0.0213,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0565,Discount,2026-08-01,1,control,0,0.4147,0.0298,0,0.0,1,646.12,1,1308.42,0.0
EXP_FESTIVAL,C0565,Festival,2026-08-01,1,treatment,1,0.4147,0.0383,0,0.0,0,0.0,1,996.59,29.0
EXP_LOYALTY,C0565,Loyalty,2026-08-01,1,treatment,1,0.4147,0.0468,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0565,New Product,2026-08-01,1,treatment,1,0.4147,0.0554,0,0.0,1,606.69,1,1104.43,23.0
EXP_WIN-BACK,C0565,Win-back,2026-08-01,1,control,0,0.4147,0.0639,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0566,Birthday,2026-08-01,1,treatment,1,0.4691,0.0218,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0566,Discount,2026-08-01,1,control,0,0.4691,0.0305,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0566,Festival,2026-08-01,1,treatment,1,0.4691,0.0393,0,0.0,1,479.89,1,901.51,29.0
EXP_LOYALTY,C0566,Loyalty,2026-08-01,1,control,0,0.4691,0.048,1,219.92,1,384.99,1,735.13,0.0
EXP_NEW_PRODUCT,C0566,New Product,2026-08-01,1,treatment,1,0.4691,0.0567,0,0.0,1,1129.62,1,1770.46,23.0
EXP_WIN-BACK,C0566,Win-back,2026-08-01,1,treatment,1,0.4691,0.0655,0,0.0,1,1263.13,1,1515.31,31.0
EXP_BIRTHDAY,C0567,Birthday,2026-08-01,1,treatment,1,0.626,0.0233,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0567,Discount,2026-08-01,1,treatment,1,0.626,0.0326,0,0.0,1,693.52,1,1421.52,23.25
EXP_FESTIVAL,C0567,Festival,2026-08-01,1,treatment,1,0.626,0.0419,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0567,Loyalty,2026-08-01,1,treatment,1,0.626,0.0512,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0567,New Product,2026-08-01,1,treatment,1,0.626,0.0605,1,1020.45,1,1301.75,1,1630.74,23.0
EXP_WIN-BACK,C0567,Win-back,2026-08-01,1,treatment,1,0.626,0.0698,0,0.0,1,704.37,1,1271.9,31.0
EXP_BIRTHDAY,C0568,Birthday,2026-08-01,1,treatment,1,0.7655,0.0242,1,632.28,1,779.15,1,1172.39,20.25
EXP_DISCOUNT,C0568,Discount,2026-08-01,1,control,0,0.7655,0.0339,0,0.0,1,880.5,1,1677.01,0.0
EXP_FESTIVAL,C0568,Festival,2026-08-01,1,control,0,0.7655,0.0436,0,0.0,0,0.0,1,1745.68,0.0
EXP_LOYALTY,C0568,Loyalty,2026-08-01,1,control,0,0.7655,0.0533,1,446.94,1,634.13,1,1071.43,0.0
EXP_NEW_PRODUCT,C0568,New Product,2026-08-01,1,control,0,0.7655,0.063,0,0.0,1,1474.69,1,2050.86,0.0
EXP_WIN-BACK,C0568,Win-back,2026-08-01,1,control,0,0.7655,0.0727,1,850.61,1,1562.49,1,2177.17,0.0
EXP_BIRTHDAY,C0569,Birthday,2026-08-01,1,treatment,1,0.431,0.0215,1,102.43,1,179.89,1,350.73,20.25
EXP_DISCOUNT,C0569,Discount,2026-08-01,1,control,0,0.431,0.03,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0569,Festival,2026-08-01,1,treatment,1,0.431,0.0386,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0569,Loyalty,2026-08-01,1,treatment,1,0.431,0.0472,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0569,New Product,2026-08-01,1,treatment,1,0.431,0.0558,1,423.16,1,665.38,1,1457.82,23.0
EXP_WIN-BACK,C0569,Win-back,2026-08-01,1,control,0,0.431,0.0644,0,0.0,1,594.46,1,1100.47,0.0
EXP_BIRTHDAY,C0570,Birthday,2026-08-01,1,treatment,1,0.5822,0.0229,0,0.0,0,0.0,1,1562.25,20.25
EXP_DISCOUNT,C0570,Discount,2026-08-01,1,treatment,1,0.5822,0.032,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0570,Festival,2026-08-01,1,treatment,1,0.5822,0.0412,0,0.0,1,1394.0,1,1681.16,29.0
EXP_LOYALTY,C0570,Loyalty,2026-08-01,1,control,0,0.5822,0.0503,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0570,New Product,2026-08-01,1,treatment,1,0.5822,0.0595,1,521.55,1,955.18,1,1125.17,23.0
EXP_WIN-BACK,C0570,Win-back,2026-08-01,1,control,0,0.5822,0.0686,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0571,Birthday,2026-08-01,1,control,0,0.4875,0.022,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0571,Discount,2026-08-01,1,control,0,0.4875,0.0308,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0571,Festival,2026-08-01,1,control,0,0.4875,0.0396,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0571,Loyalty,2026-08-01,1,control,0,0.4875,0.0484,1,356.14,1,658.03,1,1054.55,0.0
EXP_NEW_PRODUCT,C0571,New Product,2026-08-01,1,control,0,0.4875,0.0572,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0571,Win-back,2026-08-01,1,control,0,0.4875,0.066,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0572,Birthday,2026-08-01,1,control,0,0.3426,0.0206,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0572,Discount,2026-08-01,1,control,0,0.3426,0.0289,0,0.0,1,544.95,1,944.41,0.0
EXP_FESTIVAL,C0572,Festival,2026-08-01,1,control,0,0.3426,0.0371,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0572,Loyalty,2026-08-01,1,treatment,1,0.3426,0.0454,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0572,New Product,2026-08-01,1,treatment,1,0.3426,0.0536,1,494.54,1,1060.38,1,1406.06,23.0
EXP_WIN-BACK,C0572,Win-back,2026-08-01,1,treatment,1,0.3426,0.0619,0,0.0,0,0.0,1,1283.36,31.0
EXP_BIRTHDAY,C0573,Birthday,2026-08-01,1,control,0,0.4133,0.0213,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0573,Discount,2026-08-01,1,treatment,1,0.4133,0.0298,0,0.0,1,785.25,1,1241.46,23.25
EXP_FESTIVAL,C0573,Festival,2026-08-01,1,treatment,1,0.4133,0.0383,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0573,Loyalty,2026-08-01,1,treatment,1,0.4133,0.0468,0,0.0,0,0.0,1,1153.06,16.0
EXP_NEW_PRODUCT,C0573,New Product,2026-08-01,1,treatment,1,0.4133,0.0553,1,1067.12,1,1352.24,1,2636.74,23.0
EXP_WIN-BACK,C0573,Win-back,2026-08-01,1,control,0,0.4133,0.0638,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0574,Birthday,2026-08-01,1,control,0,0.3628,0.0208,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0574,Discount,2026-08-01,1,control,0,0.3628,0.0291,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0574,Festival,2026-08-01,1,control,0,0.3628,0.0375,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0574,Loyalty,2026-08-01,1,control,0,0.3628,0.0458,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0574,New Product,2026-08-01,1,treatment,1,0.3628,0.0541,1,415.05,1,903.19,1,1744.55,23.0
EXP_WIN-BACK,C0574,Win-back,2026-08-01,1,treatment,1,0.3628,0.0624,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0575,Birthday,2026-08-01,1,treatment,1,0.5823,0.0229,1,486.12,1,690.72,1,959.93,20.25
EXP_DISCOUNT,C0575,Discount,2026-08-01,1,treatment,1,0.5823,0.032,1,566.6,1,696.93,1,845.46,23.25
EXP_FESTIVAL,C0575,Festival,2026-08-01,1,treatment,1,0.5823,0.0412,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0575,Loyalty,2026-08-01,1,control,0,0.5823,0.0503,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0575,New Product,2026-08-01,1,treatment,1,0.5823,0.0595,1,449.03,1,721.23,1,1010.69,23.0
EXP_WIN-BACK,C0575,Win-back,2026-08-01,1,treatment,1,0.5823,0.0686,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0576,Birthday,2026-08-01,1,treatment,1,0.5454,0.0225,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0576,Discount,2026-08-01,1,control,0,0.5454,0.0316,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0576,Festival,2026-08-01,1,control,0,0.5454,0.0406,1,482.46,1,795.49,1,1574.36,0.0
EXP_LOYALTY,C0576,Loyalty,2026-08-01,1,control,0,0.5454,0.0496,1,1069.16,1,1483.65,1,2496.23,0.0
EXP_NEW_PRODUCT,C0576,New Product,2026-08-01,1,treatment,1,0.5454,0.0586,1,448.44,1,847.62,1,1707.24,23.0
EXP_WIN-BACK,C0576,Win-back,2026-08-01,1,control,0,0.5454,0.0676,0,0.0,1,458.44,1,804.76,0.0
EXP_BIRTHDAY,C0577,Birthday,2026-08-01,1,control,0,0.3915,0.0211,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0577,Discount,2026-08-01,1,treatment,1,0.3915,0.0295,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0577,Festival,2026-08-01,1,treatment,1,0.3915,0.0379,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0577,Loyalty,2026-08-01,1,control,0,0.3915,0.0464,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0577,New Product,2026-08-01,1,treatment,1,0.3915,0.0548,0,0.0,0,0.0,1,2304.46,23.0
EXP_WIN-BACK,C0577,Win-back,2026-08-01,1,control,0,0.3915,0.0632,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0578,Birthday,2026-08-01,1,treatment,1,0.4126,0.0213,0,0.0,0,0.0,1,451.2,20.25
EXP_DISCOUNT,C0578,Discount,2026-08-01,1,treatment,1,0.4126,0.0298,1,73.71,1,149.82,1,196.76,23.25
EXP_FESTIVAL,C0578,Festival,2026-08-01,1,treatment,1,0.4126,0.0383,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0578,Loyalty,2026-08-01,1,treatment,1,0.4126,0.0468,0,0.0,1,322.05,1,678.24,16.0
EXP_NEW_PRODUCT,C0578,New Product,2026-08-01,1,treatment,1,0.4126,0.0553,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0578,Win-back,2026-08-01,1,treatment,1,0.4126,0.0638,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0579,Birthday,2026-08-01,1,treatment,1,0.6229,0.0232,1,650.01,1,1011.26,1,1479.5,20.25
EXP_DISCOUNT,C0579,Discount,2026-08-01,1,treatment,1,0.6229,0.0325,0,0.0,1,373.3,1,776.57,23.25
EXP_FESTIVAL,C0579,Festival,2026-08-01,1,treatment,1,0.6229,0.0418,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0579,Loyalty,2026-08-01,1,treatment,1,0.6229,0.0511,0,0.0,0,0.0,1,849.93,16.0
EXP_NEW_PRODUCT,C0579,New Product,2026-08-01,1,treatment,1,0.6229,0.0604,0,0.0,1,714.79,1,950.02,23.0
EXP_WIN-BACK,C0579,Win-back,2026-08-01,1,control,0,0.6229,0.0697,1,331.74,1,545.9,1,1071.93,0.0
EXP_BIRTHDAY,C0580,Birthday,2026-08-01,1,control,0,0.6069,0.0231,1,839.8,1,1598.78,1,1888.07,0.0
EXP_DISCOUNT,C0580,Discount,2026-08-01,1,control,0,0.6069,0.0323,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0580,Festival,2026-08-01,1,treatment,1,0.6069,0.0416,0,0.0,1,1135.42,1,2326.13,29.0
EXP_LOYALTY,C0580,Loyalty,2026-08-01,1,control,0,0.6069,0.0508,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0580,New Product,2026-08-01,1,treatment,1,0.6069,0.06,1,709.59,1,1408.92,1,1969.29,23.0
EXP_WIN-BACK,C0580,Win-back,2026-08-01,1,control,0,0.6069,0.0693,0,0.0,1,2513.03,1,3349.69,0.0
EXP_BIRTHDAY,C0581,Birthday,2026-08-01,1,control,0,0.7009,0.0238,0,0.0,1,548.16,1,889.29,0.0
EXP_DISCOUNT,C0581,Discount,2026-08-01,1,control,0,0.7009,0.0334,0,0.0,0,0.0,1,1072.98,0.0
EXP_FESTIVAL,C0581,Festival,2026-08-01,1,treatment,1,0.7009,0.0429,0,0.0,1,415.56,1,603.33,29.0
EXP_LOYALTY,C0581,Loyalty,2026-08-01,1,control,0,0.7009,0.0524,1,591.36,1,934.1,1,1375.91,0.0
EXP_NEW_PRODUCT,C0581,New Product,2026-08-01,1,control,0,0.7009,0.0619,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0581,Win-back,2026-08-01,1,treatment,1,0.7009,0.0715,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0582,Birthday,2026-08-01,1,treatment,1,0.4599,0.0217,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0582,Discount,2026-08-01,1,treatment,1,0.4599,0.0304,1,569.73,1,1001.66,1,1187.23,23.25
EXP_FESTIVAL,C0582,Festival,2026-08-01,1,treatment,1,0.4599,0.0391,1,744.53,1,889.41,1,1875.26,29.0
EXP_LOYALTY,C0582,Loyalty,2026-08-01,1,control,0,0.4599,0.0478,0,0.0,0,0.0,1,3184.35,0.0
EXP_NEW_PRODUCT,C0582,New Product,2026-08-01,1,control,0,0.4599,0.0565,1,489.04,1,681.71,1,1135.09,0.0
EXP_WIN-BACK,C0582,Win-back,2026-08-01,1,control,0,0.4599,0.0652,1,690.4,1,1185.37,1,1484.64,0.0
EXP_BIRTHDAY,C0583,Birthday,2026-08-01,1,treatment,1,0.5698,0.0228,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0583,Discount,2026-08-01,1,control,0,0.5698,0.0319,0,0.0,1,627.92,1,791.8,0.0
EXP_FESTIVAL,C0583,Festival,2026-08-01,1,treatment,1,0.5698,0.041,1,429.99,1,652.48,1,924.54,29.0
EXP_LOYALTY,C0583,Loyalty,2026-08-01,1,control,0,0.5698,0.0501,0,0.0,0,0.0,1,1239.79,0.0
EXP_NEW_PRODUCT,C0583,New Product,2026-08-01,1,treatment,1,0.5698,0.0592,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0583,Win-back,2026-08-01,1,control,0,0.5698,0.0683,0,0.0,1,1563.63,1,2005.72,0.0
EXP_BIRTHDAY,C0584,Birthday,2026-08-01,1,treatment,1,0.2707,0.02,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0584,Discount,2026-08-01,1,control,0,0.2707,0.028,0,0.0,1,212.33,1,298.22,0.0
EXP_FESTIVAL,C0584,Festival,2026-08-01,1,treatment,1,0.2707,0.036,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0584,Loyalty,2026-08-01,1,treatment,1,0.2707,0.044,0,0.0,0,0.0,1,195.85,16.0
EXP_NEW_PRODUCT,C0584,New Product,2026-08-01,1,control,0,0.2707,0.052,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0584,Win-back,2026-08-01,1,treatment,1,0.2707,0.06,0,0.0,1,264.49,1,380.88,31.0
EXP_BIRTHDAY,C0585,Birthday,2026-08-01,1,control,0,0.2954,0.0202,0,0.0,0,0.0,0,0.0,0.0
EXP_DISCOUNT,C0585,Discount,2026-08-01,1,control,0,0.2954,0.0283,0,0.0,0,0.0,1,372.86,0.0
EXP_FESTIVAL,C0585,Festival,2026-08-01,1,control,0,0.2954,0.0364,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0585,Loyalty,2026-08-01,1,treatment,1,0.2954,0.0445,0,0.0,0,0.0,0,0.0,16.0
EXP_NEW_PRODUCT,C0585,New Product,2026-08-01,1,control,0,0.2954,0.0526,0,0.0,1,317.1,1,572.13,0.0
EXP_WIN-BACK,C0585,Win-back,2026-08-01,1,control,0,0.2954,0.0606,1,103.11,1,202.42,1,330.45,0.0
EXP_BIRTHDAY,C0586,Birthday,2026-08-01,1,treatment,1,0.4758,0.0219,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0586,Discount,2026-08-01,1,control,0,0.4758,0.0306,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0586,Festival,2026-08-01,1,treatment,1,0.4758,0.0394,0,0.0,1,336.84,1,558.88,29.0
EXP_LOYALTY,C0586,Loyalty,2026-08-01,1,treatment,1,0.4758,0.0481,0,0.0,0,0.0,1,357.5,16.0
EXP_NEW_PRODUCT,C0586,New Product,2026-08-01,1,treatment,1,0.4758,0.0569,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0586,Win-back,2026-08-01,1,control,0,0.4758,0.0656,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0587,Birthday,2026-08-01,1,treatment,1,0.2038,0.0195,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0587,Discount,2026-08-01,1,treatment,1,0.2038,0.0273,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0587,Festival,2026-08-01,1,control,0,0.2038,0.0352,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0587,Loyalty,2026-08-01,1,control,0,0.2038,0.043,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0587,New Product,2026-08-01,1,control,0,0.2038,0.0508,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0587,Win-back,2026-08-01,1,treatment,1,0.2038,0.0586,0,0.0,0,0.0,0,0.0,31.0
EXP_BIRTHDAY,C0588,Birthday,2026-08-01,1,control,0,0.6426,0.0234,1,146.97,1,282.15,1,593.05,0.0
EXP_DISCOUNT,C0588,Discount,2026-08-01,1,treatment,1,0.6426,0.0327,0,0.0,1,643.69,1,982.88,23.25
EXP_FESTIVAL,C0588,Festival,2026-08-01,1,treatment,1,0.6426,0.0421,1,342.22,1,692.37,1,954.55,29.0
EXP_LOYALTY,C0588,Loyalty,2026-08-01,1,treatment,1,0.6426,0.0515,1,375.63,1,686.32,1,1165.67,16.0
EXP_NEW_PRODUCT,C0588,New Product,2026-08-01,1,treatment,1,0.6426,0.0608,0,0.0,0,0.0,0,0.0,23.0
EXP_WIN-BACK,C0588,Win-back,2026-08-01,1,treatment,1,0.6426,0.0702,0,0.0,1,515.0,1,1085.06,31.0
EXP_BIRTHDAY,C0589,Birthday,2026-08-01,1,treatment,1,0.4013,0.0212,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0589,Discount,2026-08-01,1,treatment,1,0.4013,0.0296,0,0.0,0,0.0,1,1096.03,23.25
EXP_FESTIVAL,C0589,Festival,2026-08-01,1,control,0,0.4013,0.0381,0,0.0,1,352.69,1,726.51,0.0
EXP_LOYALTY,C0589,Loyalty,2026-08-01,1,control,0,0.4013,0.0466,0,0.0,0,0.0,1,568.0,0.0
EXP_NEW_PRODUCT,C0589,New Product,2026-08-01,1,control,0,0.4013,0.055,0,0.0,0,0.0,0,0.0,0.0
EXP_WIN-BACK,C0589,Win-back,2026-08-01,1,control,0,0.4013,0.0635,0,0.0,0,0.0,1,873.7,0.0
EXP_BIRTHDAY,C0590,Birthday,2026-08-01,1,treatment,1,0.5803,0.0229,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0590,Discount,2026-08-01,1,control,0,0.5803,0.032,0,0.0,0,0.0,0,0.0,0.0
EXP_FESTIVAL,C0590,Festival,2026-08-01,1,control,0,0.5803,0.0411,0,0.0,0,0.0,1,642.57,0.0
EXP_LOYALTY,C0590,Loyalty,2026-08-01,1,control,0,0.5803,0.0503,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0590,New Product,2026-08-01,1,control,0,0.5803,0.0594,0,0.0,0,0.0,1,1594.67,0.0
EXP_WIN-BACK,C0590,Win-back,2026-08-01,1,treatment,1,0.5803,0.0686,0,0.0,0,0.0,1,795.37,31.0
EXP_BIRTHDAY,C0591,Birthday,2026-08-01,1,treatment,1,0.3535,0.0207,0,0.0,0,0.0,1,613.18,20.25
EXP_DISCOUNT,C0591,Discount,2026-08-01,1,treatment,1,0.3535,0.029,0,0.0,0,0.0,0,0.0,23.25
EXP_FESTIVAL,C0591,Festival,2026-08-01,1,treatment,1,0.3535,0.0373,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0591,Loyalty,2026-08-01,1,treatment,1,0.3535,0.0456,0,0.0,0,0.0,1,959.75,16.0
EXP_NEW_PRODUCT,C0591,New Product,2026-08-01,1,treatment,1,0.3535,0.0539,1,506.37,1,731.27,1,1202.55,23.0
EXP_WIN-BACK,C0591,Win-back,2026-08-01,1,control,0,0.3535,0.0622,0,0.0,0,0.0,0,0.0,0.0
EXP_BIRTHDAY,C0592,Birthday,2026-08-01,1,treatment,1,0.3696,0.0209,0,0.0,0,0.0,0,0.0,20.25
EXP_DISCOUNT,C0592,Discount,2026-08-01,1,control,0,0.3696,0.0292,0,0.0,1,419.63,1,568.18,0.0
EXP_FESTIVAL,C0592,Festival,2026-08-01,1,treatment,1,0.3696,0.0376,0,0.0,0,0.0,0,0.0,29.0
EXP_LOYALTY,C0592,Loyalty,2026-08-01,1,control,0,0.3696,0.0459,0,0.0,0,0.0,0,0.0,0.0
EXP_NEW_PRODUCT,C0592,New Product,2026-08-01,1,treatment,1,0.3696,0.0543,0,0.0,1,310.99,1,560.39,23.0
EXP_WIN-BACK,C0592,Win-back,2026-08-01,1,control,0,0.3696,0.0626,0,0.0,1,338.2,1,651.54,0.0
EXP_BIRTHDAY,C0593,Birthday,2026-08-01,1,control,0,0.452,0.0217,0,0.0,1,1643.23,1,2390.25,0.0
EXP_DISCOUNT,C0593,Discount,2026-08-01,1,treatment,1,0.452,0.0303,1,876.54,1,1802.42,1,2158.45,23.25
EXP_FESTIVAL,C0593,Festival,2026-08-01,1,control,0,0.452,0.039,0,0.0,0,0.0,0,0.0,0.0
EXP_LOYALTY,C0593,Loyalty,2026-08-01,1,control,0,0.452,0.0476,0,0.0,0,0.0,0,0.0,0.0
