campaign_id,customer_id,campaign_date,campaign_type,reward_type,reward_value,campaign_cost,sent,delivered,clicked,redeemed,redemption_date
CAMP04248,C0518,22-12-2025,Loyalty,Points,50,14,1,1,1,0,
CAMP04249,C0258,18-01-2026,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP04250,C0408,28-01-2026,Festival,Percentage Discount,15,27.25,1,1,1,0,
CAMP04251,C0889,11-06-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP04252,C0486,21-05-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP04253,C0889,15-08-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04254,C0819,24-12-2023,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04255,C0003,19-10-2024,New Product,Free Item,1,23,1,1,1,0,
CAMP04256,C0554,21-02-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04257,C0856,26-05-2026,New Product,Free Item,1,23,1,1,1,1,30-05-2026
CAMP04258,C0842,04-07-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP04259,C0851,07-07-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04260,C0846,26-11-2025,Loyalty,Points,50,14,1,1,1,0,
CAMP04261,C0805,24-08-2026,Win-back,Percentage Discount,15,29.25,1,1,1,1,31-08-2026
CAMP04262,C0732,23-04-2024,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP04263,C0329,16-05-2024,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP04264,C0765,24-05-2026,Birthday,Percentage Discount,20,22,1,1,1,1,02-06-2026
CAMP04265,C0829,13-05-2024,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04266,C0430,13-11-2024,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04267,C0526,26-02-2024,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04268,C0518,06-12-2025,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP04269,C0209,31-01-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04270,C0514,29-07-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP04271,C0134,12-04-2025,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04272,C0281,03-08-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04273,C0266,26-08-2026,Win-back,Percentage Discount,20,31,1,1,1,1,28-08-2026
CAMP04274,C0447,07-08-2026,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP04275,C0924,19-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04276,C0393,04-12-2023,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP04277,C0614,08-03-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04278,C0419,11-09-2025,Loyalty,Points,50,14,1,1,1,0,
CAMP04279,C0850,16-12-2025,Festival,Percentage Discount,30,32.5,1,1,1,1,27-12-2025
CAMP04280,C0360,11-02-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04281,C0480,25-07-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04282,C0454,07-01-2025,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP04283,C0593,07-08-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04284,C0481,17-07-2025,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04285,C0526,04-11-2025,Discount,Percentage Discount,5,19.75,1,0,0,0,
CAMP04286,C0386,05-12-2025,Win-back,Percentage Discount,10,27.5,1,1,1,1,10-12-2025
CAMP04287,C0741,11-08-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04288,C0768,02-04-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04289,C0505,23-06-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP04290,C0031,14-05-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04291,C0158,26-02-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP04292,C0855,17-07-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04293,C0788,17-01-2026,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP04294,C0261,29-08-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP04295,C0501,05-12-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04296,C0136,23-09-2024,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04297,C0175,01-07-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04298,C0936,23-10-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04299,C0871,06-10-2025,Loyalty,Points,250,22,1,1,1,0,
CAMP04300,C0214,30-01-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04301,C0105,05-10-2025,Festival,Percentage Discount,30,32.5,1,0,0,0,
CAMP04302,C0227,08-06-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04303,C0649,16-10-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04304,C0437,06-07-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04305,C0084,27-05-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP04306,C0355,26-06-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP04307,C0275,03-12-2024,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04308,C0798,15-07-2025,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP04309,C0191,13-01-2026,Loyalty,Points,150,18,1,1,1,0,
CAMP04310,C0551,03-02-2026,Festival,Percentage Discount,10,25.5,1,1,1,0,
CAMP04311,C0735,31-07-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP04312,C0736,03-09-2024,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP04313,C0747,14-07-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP04314,C0996,25-06-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04315,C0537,16-03-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04316,C0943,10-08-2026,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP04317,C0995,20-01-2026,Discount,Percentage Discount,5,19.75,1,1,1,0,
CAMP04318,C0890,18-01-2025,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04319,C0476,25-07-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP04320,C0884,21-03-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04321,C0871,28-04-2026,Birthday,Percentage Discount,10,18.5,1,0,0,0,
CAMP04322,C0276,17-04-2026,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP04323,C0606,03-04-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04324,C0482,19-11-2025,Festival,Percentage Discount,10,25.5,1,0,0,0,
CAMP04325,C0369,22-03-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04326,C0817,08-10-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04327,C0745,21-08-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP04328,C0236,09-08-2026,Birthday,Percentage Discount,10,18.5,1,1,1,0,
CAMP04329,C0376,14-08-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP04330,C0136,10-06-2026,Festival,Percentage Discount,10,25.5,1,1,1,1,22-06-2026
CAMP04331,C0971,08-07-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04332,C0456,06-04-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP04333,C0009,23-03-2026,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP04334,C0838,31-05-2024,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04335,C0599,23-01-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04336,C0676,17-02-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP04337,C0379,12-06-2024,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04338,C0583,26-03-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04339,C0855,17-12-2025,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP04340,C0381,09-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04341,C0310,26-04-2026,Discount,Percentage Discount,20,25,1,0,0,0,
CAMP04342,C0620,21-05-2026,Discount,Percentage Discount,15,23.25,1,1,1,0,
CAMP04343,C0772,28-11-2025,Win-back,Percentage Discount,10,27.5,1,1,1,1,03-12-2025
CAMP04344,C0020,09-07-2024,New Product,Free Item,1,23,1,1,0,0,
CAMP04345,C0219,22-01-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP04346,C0342,08-11-2025,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP04347,C0807,22-10-2025,Loyalty,Points,100,16,1,1,0,0,
CAMP04348,C0175,05-07-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04349,C0516,02-10-2025,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP04350,C0197,02-05-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04351,C0333,26-06-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP04352,C0759,24-03-2025,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP04353,C0993,23-08-2026,Birthday,Percentage Discount,20,22,1,1,1,1,31-08-2026
CAMP04354,C0387,18-07-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04355,C0149,24-10-2025,Birthday,Percentage Discount,20,22,1,1,1,0,
CAMP04356,C0422,23-09-2024,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04357,C0405,21-04-2026,Discount,Percentage Discount,15,23.25,1,0,0,0,
CAMP04358,C0394,04-01-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04359,C0553,26-06-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04360,C0516,25-04-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04361,C0551,25-08-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP04362,C0454,18-12-2024,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04363,C0150,21-02-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP04364,C0880,05-07-2025,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP04365,C0190,24-02-2025,Win-back,Percentage Discount,10,27.5,1,0,0,0,
CAMP04366,C0236,14-11-2025,Festival,Percentage Discount,10,25.5,1,1,1,0,
CAMP04367,C0204,07-12-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP04368,C0927,01-01-2026,New Product,Free Item,1,23,1,1,1,0,
CAMP04369,C0623,19-02-2025,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04370,C0059,09-05-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP04371,C0789,29-08-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04372,C0083,28-04-2025,Loyalty,Points,250,22,1,1,1,0,
CAMP04373,C0100,22-01-2024,Win-back,Percentage Discount,10,27.5,1,0,0,0,
CAMP04374,C0149,11-01-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04375,C0996,30-11-2025,Loyalty,Points,250,22,1,1,0,0,
CAMP04376,C0455,22-02-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP04377,C0436,04-10-2025,Loyalty,Points,50,14,1,1,0,0,
CAMP04378,C0734,12-08-2026,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP04379,C0546,20-05-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04380,C0749,04-02-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP04381,C0490,04-08-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP04382,C0582,12-07-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP04383,C0914,15-12-2024,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04384,C0852,10-02-2025,Loyalty,Points,150,18,1,1,0,0,
CAMP04385,C0377,19-10-2025,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP04386,C0065,08-10-2024,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04387,C0012,09-07-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04388,C0895,15-12-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04389,C0379,02-07-2024,Loyalty,Points,100,16,1,1,0,0,
CAMP04390,C0117,10-03-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04391,C0831,03-08-2026,Win-back,Percentage Discount,20,31,1,1,1,1,10-08-2026
CAMP04392,C0807,01-11-2024,New Product,Free Item,1,23,1,1,1,0,
CAMP04393,C0050,10-07-2026,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP04394,C0723,30-07-2024,New Product,Free Item,1,23,1,1,0,0,
CAMP04395,C0974,16-04-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04396,C0355,12-10-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04397,C0140,09-03-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP04398,C0457,26-02-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP04399,C0491,23-06-2026,Festival,Percentage Discount,25,30.75,1,0,0,0,
CAMP04400,C0119,14-05-2025,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP04401,C0173,13-02-2026,Festival,Percentage Discount,25,30.75,1,0,0,0,
CAMP04402,C0612,18-08-2026,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP04403,C0453,08-11-2025,Festival,Percentage Discount,30,32.5,1,0,0,0,
CAMP04404,C0754,26-03-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04405,C0491,30-07-2026,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP04406,C0188,17-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04407,C0711,23-08-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04408,C0830,01-10-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04409,C0189,31-07-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04410,C0203,28-10-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04411,C0163,08-05-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04412,C0297,06-04-2026,Festival,Percentage Discount,30,32.5,1,1,1,1,15-04-2026
CAMP04413,C0392,11-03-2026,Loyalty,Points,50,14,1,1,0,0,
CAMP04414,C0902,28-06-2026,Festival,Percentage Discount,25,30.75,1,1,1,0,
CAMP04415,C0339,04-05-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04416,C0299,04-12-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04417,C0716,04-06-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04418,C0088,24-07-2026,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP04419,C0577,04-08-2025,Win-back,Percentage Discount,25,32.75,1,0,0,0,
CAMP04420,C0490,19-05-2024,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP04421,C0886,02-02-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04422,C0608,19-01-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04423,C0876,16-05-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04424,C0443,23-11-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04425,C0327,12-10-2025,Loyalty,Points,150,18,1,1,0,0,
CAMP04426,C0430,27-08-2024,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP04427,C0636,21-11-2023,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04428,C0226,28-12-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04429,C0199,24-05-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP04430,C0189,06-12-2025,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP04431,C0784,04-06-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04432,C0488,12-07-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04433,C0515,03-12-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04434,C0720,14-08-2025,New Product,Free Item,1,23,1,0,0,0,
CAMP04435,C0720,22-08-2025,Festival,Percentage Discount,25,30.75,1,1,1,0,
CAMP04436,C0806,15-09-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04437,C0677,03-04-2025,Loyalty,Points,150,18,1,1,0,0,
CAMP04438,C0847,22-06-2026,Discount,Percentage Discount,10,21.5,1,0,0,0,
CAMP04439,C0151,04-10-2025,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP04440,C0123,09-10-2025,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP04441,C0743,18-03-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04442,C0310,25-09-2025,Win-back,Percentage Discount,20,31,1,0,0,0,
CAMP04443,C0717,05-03-2026,Win-back,Percentage Discount,25,32.75,1,1,0,0,
CAMP04444,C0716,24-09-2024,Loyalty,Points,100,16,1,1,1,0,
CAMP04445,C0604,11-10-2025,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP04446,C0412,22-08-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP04447,C0286,27-11-2025,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04448,C0372,02-08-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP04449,C0523,15-07-2025,Win-back,Percentage Discount,25,32.75,1,1,1,1,18-07-2025
CAMP04450,C0910,23-05-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP04451,C0679,03-08-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04452,C0747,03-06-2026,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP04453,C0400,10-06-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04454,C0646,15-05-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04455,C0462,06-08-2026,Loyalty,Points,150,18,1,1,0,0,
CAMP04456,C0266,04-05-2025,Win-back,Percentage Discount,20,31,1,0,0,0,
CAMP04457,C0459,26-12-2025,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04458,C0098,10-05-2025,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04459,C0575,17-11-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04460,C0553,11-07-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04461,C0061,04-05-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04462,C0090,10-11-2025,Festival,Percentage Discount,20,29,1,1,1,0,
CAMP04463,C0263,30-06-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04464,C0452,06-01-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04465,C0389,23-05-2025,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP04466,C0371,08-08-2024,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP04467,C0955,13-12-2025,Loyalty,Points,100,16,1,0,0,0,
CAMP04468,C0917,10-04-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04469,C1000,27-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04470,C0029,11-07-2024,New Product,Free Item,1,23,1,0,0,0,
CAMP04471,C0543,18-05-2025,Win-back,Percentage Discount,25,32.75,1,0,0,0,
CAMP04472,C0392,18-02-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04473,C0431,11-06-2026,Birthday,Percentage Discount,10,18.5,1,0,0,0,
CAMP04474,C0525,15-10-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04475,C0418,12-11-2024,New Product,Free Item,1,23,1,1,0,0,
CAMP04476,C0427,04-05-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04477,C0356,16-06-2025,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04478,C0108,03-12-2024,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP04479,C0849,14-11-2025,New Product,Free Item,1,23,1,1,1,0,
CAMP04480,C0191,01-01-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04481,C0058,28-11-2025,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04482,C0068,18-09-2025,Win-back,Percentage Discount,10,27.5,1,1,1,1,24-09-2025
CAMP04483,C0372,01-03-2025,Discount,Percentage Discount,20,25,1,1,1,1,07-03-2025
CAMP04484,C0460,21-06-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04485,C0767,05-04-2026,Discount,Percentage Discount,15,23.25,1,1,0,0,
CAMP04486,C0300,21-04-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04487,C0670,21-08-2025,Discount,Percentage Discount,5,19.75,1,1,0,0,
CAMP04488,C0280,10-08-2026,Win-back,Percentage Discount,25,32.75,1,1,1,0,
CAMP04489,C0182,25-08-2026,Birthday,Percentage Discount,20,22,1,1,0,0,
CAMP04490,C0213,16-02-2026,Festival,Percentage Discount,30,32.5,1,0,0,0,
CAMP04491,C0186,30-03-2026,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04492,C0510,23-08-2024,Loyalty,Points,150,18,1,1,0,0,
CAMP04493,C0785,25-01-2026,Festival,Percentage Discount,15,27.25,1,1,1,1,27-01-2026
CAMP04494,C0930,13-06-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04495,C0162,18-08-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04496,C0626,12-02-2026,Discount,Percentage Discount,20,25,1,1,0,0,
CAMP04497,C0866,29-06-2025,Win-back,Percentage Discount,20,31,1,1,1,0,
CAMP04498,C0745,21-05-2026,Loyalty,Points,150,18,1,0,0,0,
CAMP04499,C0860,19-04-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04500,C0284,10-08-2026,New Product,Free Item,1,23,1,0,0,0,
CAMP04501,C0789,12-07-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP04502,C0867,17-06-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04503,C0007,14-07-2026,Discount,Percentage Discount,10,21.5,1,1,1,1,23-07-2026
CAMP04504,C0413,14-06-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP04505,C0742,11-07-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP04506,C0614,19-03-2026,Discount,Percentage Discount,10,21.5,1,1,0,0,
CAMP04507,C0283,13-04-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04508,C0606,21-12-2025,Win-back,Percentage Discount,10,27.5,1,0,0,0,
CAMP04509,C0102,15-12-2025,Win-back,Percentage Discount,15,29.25,1,0,0,0,
CAMP04510,C0275,29-11-2024,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04511,C0621,17-03-2026,Loyalty,Points,250,22,1,0,0,0,
CAMP04512,C0552,31-03-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04513,C0767,10-01-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04514,C0524,14-02-2025,Birthday,Percentage Discount,15,20.25,1,1,1,0,
CAMP04515,C0452,05-06-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04516,C0789,15-05-2026,Birthday,Percentage Discount,15,20.25,1,1,0,0,
CAMP04517,C0488,19-01-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04518,C0371,24-01-2025,Festival,Percentage Discount,30,32.5,1,1,0,0,
CAMP04519,C0686,18-04-2026,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP04520,C0344,19-05-2026,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP04521,C0327,25-02-2026,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04522,C0037,05-04-2026,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP04523,C0542,23-08-2026,Birthday,Percentage Discount,15,20.25,1,0,0,0,
CAMP04524,C0824,15-07-2026,Discount,Percentage Discount,20,25,1,1,1,1,29-07-2026
CAMP04525,C0334,27-11-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04526,C0693,18-08-2026,Festival,Percentage Discount,25,30.75,1,1,1,1,19-08-2026
CAMP04527,C0428,25-06-2025,Loyalty,Points,250,22,1,1,1,0,
CAMP04528,C0170,11-05-2026,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP04529,C0774,21-08-2024,New Product,Free Item,1,23,1,1,0,0,
CAMP04530,C0032,03-01-2025,Discount,Percentage Discount,20,25,1,1,1,0,
CAMP04531,C0358,11-09-2024,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP04532,C0820,24-01-2026,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04533,C0414,26-11-2025,Win-back,Percentage Discount,10,27.5,1,1,1,0,
CAMP04534,C0097,07-04-2026,Win-back,Percentage Discount,15,29.25,1,1,1,0,
CAMP04535,C0624,28-08-2026,Loyalty,Points,100,16,1,1,0,0,
CAMP04536,C0379,20-04-2025,New Product,Free Item,1,23,1,1,0,0,
CAMP04537,C0201,19-08-2026,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04538,C0570,21-09-2025,Win-back,Percentage Discount,20,31,1,1,1,0,
CAMP04539,C0176,18-04-2026,Festival,Percentage Discount,10,25.5,1,0,0,0,
CAMP04540,C0148,12-06-2026,Festival,Percentage Discount,25,30.75,1,1,0,0,
CAMP04541,C0943,03-08-2026,New Product,Free Item,1,23,1,1,0,0,
CAMP04542,C0997,17-08-2026,Festival,Percentage Discount,10,25.5,1,1,0,0,
CAMP04543,C0833,27-08-2025,Loyalty,Points,250,22,1,1,0,0,
CAMP04544,C0593,23-07-2026,Loyalty,Points,100,16,1,1,1,0,
CAMP04545,C0563,23-07-2026,Loyalty,Points,50,14,1,1,1,0,
CAMP04546,C0347,15-04-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04547,C0476,26-05-2025,Discount,Percentage Discount,15,23.25,1,1,1,1,08-06-2025
CAMP04548,C0613,03-06-2026,Discount,Percentage Discount,10,21.5,1,1,1,0,
CAMP04549,C0968,07-03-2026,Birthday,Percentage Discount,10,18.5,1,1,0,0,
CAMP04550,C0125,24-07-2026,Discount,Percentage Discount,10,21.5,1,0,0,0,
CAMP04551,C0276,15-11-2024,Festival,Percentage Discount,15,27.25,1,1,0,0,
CAMP04552,C0831,10-08-2026,Discount,Percentage Discount,5,19.75,1,1,1,0,
CAMP04553,C0970,03-12-2025,Festival,Percentage Discount,20,29,1,1,0,0,
CAMP04554,C0962,22-06-2024,Win-back,Percentage Discount,10,27.5,1,1,0,0,
CAMP04555,C0076,08-01-2026,Discount,Percentage Discount,15,23.25,1,0,0,0,
CAMP04556,C0493,13-11-2025,New Product,Free Item,1,23,1,1,1,1,17-11-2025
CAMP04557,C0016,04-03-2024,Win-back,Percentage Discount,20,31,1,1,0,0,
CAMP04558,C0707,28-04-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP04559,C0841,30-05-2025,Win-back,Percentage Discount,15,29.25,1,1,0,0,
CAMP04560,C0588,11-01-2024,Loyalty,Points,250,22,1,1,1,0,
CAMP04561,C0188,05-06-2026,Loyalty,Points,250,22,1,1,0,0,
CAMP04562,C0013,25-05-2025,Festival,Percentage Discount,10,25.5,1,1,1,1,02-06-2025
CAMP04563,C0060,25-03-2026,New Product,Free Item,1,23,1,1,0,0,
